年齢,性別,身長,体重,今の時間帯,空いた時間,食べたカロリー,これから食べるカロリー,食べれたか
25,男性,150.47710710029222,71.869350575169,2023-08-25 21:50:35,10.159059391868837,1657.9719453018026,299.0734159805513,0
45,女性,163.1912232230869,85.65478851826833,2023-08-25 03:26:52,19.450279991029767,883.5410705044003,822.9837916197217,1
77,男性,177.19765699090223,71.12866001427903,2023-08-25 21:20:09,9.455072064398093,1376.4491094038315,526.0899393361791,0
54,男性,152.80899284609248,54.23146269982363,2023-08-25 06:00:10,4.7642357613687345,1067.4882743804021,261.22436770080526,1
26,女性,186.10463698980487,85.27227527954719,2023-08-25 03:56:09,7.934159377572671,57.19003662285682,2280.4107082621495,0
31,女性,156.97247294755334,63.35454798698957,2023-08-25 00:19:41,7.635040585728152,966.4439595850464,709.3454476013793,0
43,男性,173.0611593756607,52.333076795364114,2023-08-25 22:12:46,13.901549502419172,50.00634073197619,2224.793374210906,0
38,男性,179.6577705453222,48.47682335877918,2023-08-25 19:31:29,11.69441853141938,896.1403141444456,1329.3256347554402,0
36,女性,155.68401393309927,68.16915722929619,2023-08-25 17:10:14,13.75634422585512,1500.006544412123,75.49162653352091,1
35,女性,159.80366084829936,83.57034481885776,2023-08-25 13:51:59,18.623418331222375,412.3744324621258,2020.948527108627,0
63,男性,183.34058061705508,45.85122987234496,2023-08-25 12:53:55,11.70543501664356,1393.2069199940588,171.5947482220001,0
76,男性,171.5091246238875,85.68585622594941,2023-08-25 07:01:54,15.999127686250748,961.5423341652636,1025.8283743173424,0
54,男性,177.19983636175078,75.75361729135017,2023-08-25 20:49:09,15.115898721846133,946.0408363034708,1427.1465831050832,0
66,女性,161.2476889258064,73.2804069338632,2023-08-25 14:03:46,12.954156345678848,355.9844009046427,1607.6360733471115,0
77,女性,157.66504017705068,63.170943578506964,2023-08-25 22:05:16,11.223486714995252,1175.6253745415509,128.73417289987407,0
52,男性,181.4387321008269,70.51275175720734,2023-08-25 07:05:41,6.704606954465112,1010.9902601540953,1307.3529048008506,0
75,女性,153.61456907081248,48.55587964713925,2023-08-25 18:15:49,16.75759311073231,38.04654909840917,1057.5039025979986,0
76,男性,151.97114781056996,52.61027667172451,2023-08-25 03:29:22,2.272488815906215,395.4045276227994,632.1514046788695,1
46,男性,188.31915174708675,50.15340266761919,2023-08-25 19:09:58,10.715544553158136,411.92799979352094,1588.0440786567362,0
45,女性,170.25966160852357,87.3943242699411,2023-08-25 08:39:48,15.63258678324503,1613.5315708185292,245.18728257018614,1
32,女性,158.83826522893486,66.36860164112065,2023-08-25 15:23:24,19.041185459612247,432.02358016806426,1433.3063759950685,0
56,男性,169.1046853280097,60.30243410288246,2023-08-25 11:07:04,2.965602233144221,582.1939098747828,931.176723500027,1
47,男性,167.1640129733201,52.535859842876505,2023-08-25 04:44:23,6.4404861023401,38.344426231763656,2235.2838181778325,0
52,男性,186.5601779612844,67.82992193066823,2023-08-25 14:29:37,5.220934678125125,876.7440321935572,1029.3879142987,1
24,男性,167.6458792029785,87.01705874576916,2023-08-26 00:24:53,16.71296928966619,395.6390643976075,2071.1344293091765,0
36,男性,176.91178298233896,47.94576421424555,2023-08-25 12:55:05,12.291389147465877,409.5188248985828,1186.989180454975,1
21,男性,185.6857670689442,58.72989951966369,2023-08-25 07:31:29,8.839367044505323,1964.1469492508115,15.112243756818351,0
75,男性,185.91238294730772,48.807090922419064,2023-08-25 06:02:51,15.099932256802706,915.5902884065525,899.0081700831655,0
54,女性,176.73131620214065,83.75733764284794,2023-08-25 19:02:29,11.228259669967269,288.4833741067401,2219.7164774737303,0
69,男性,152.48365545802787,59.52884276998996,2023-08-25 06:37:27,2.3243694468121525,1029.7087502233067,257.8473891876884,1
58,女性,170.60844765393932,49.21641801022944,2023-08-25 01:58:01,10.043641198991077,365.4363090388716,1137.0935517745868,0
22,女性,160.28082545143477,49.085867773171685,2023-08-25 00:23:09,3.826819786971142,461.28251493504945,675.4590027585978,1
66,女性,159.329929759152,74.86947436149534,2023-08-25 21:59:33,11.505812131930274,113.51336448787971,2380.431051183963,0
47,男性,177.29894165057186,83.07826040896614,2023-08-25 06:36:19,15.115006477958977,1217.583866013079,1367.301828878056,0
55,女性,184.97118046764962,58.95168565336121,2023-08-25 12:36:35,17.41570300439707,22.2264632512605,1926.583181997398,0
65,女性,164.9663330493738,60.78461489668126,2023-08-25 10:46:37,12.827699858357354,1279.8785962260367,102.50909901281624,1
25,女性,174.80398800762973,58.14049031175364,2023-08-25 02:07:45,4.917314617291732,1339.8554795596795,222.69884588454266,1
37,男性,187.37289450383395,79.10850765605466,2023-08-25 10:45:18,9.701542194755715,1858.9109063986814,315.8569426233071,0
40,男性,186.48112771396,53.70113513439824,2023-08-25 22:10:18,9.519594969789866,1408.8933303691126,739.3877285332193,0
45,男性,153.0553391642016,86.20856827242909,2023-08-25 13:18:01,4.995020979043094,1332.1982422359044,329.80933486804884,1
51,男性,152.603153277471,53.46496686587067,2023-08-25 22:24:54,1.4882811357445829,500.4365107068276,-13.294169916134365,1
54,女性,188.05732356278688,77.00279688382261,2023-08-25 20:17:00,2.3890152303352212,1733.8154176851967,61.28702859426189,1
71,女性,157.11898595905507,82.91493428244108,2023-08-25 16:09:23,14.003120966596802,66.54155290414722,1543.8241438415303,0
59,女性,187.84516420135338,47.88876542813012,2023-08-25 22:37:09,17.37495166712761,70.00358038146935,2432.1233497492217,0
33,男性,189.8343548020777,82.73085569148077,2023-08-25 18:25:52,6.059224190045278,127.09018564025615,2893.991651877099,0
49,女性,185.67343276398822,52.36411273776596,2023-08-25 05:32:49,18.87193564595344,1357.3676716595355,148.52786521714174,1
54,女性,153.37246186615846,67.228493132088,2023-08-25 01:11:05,10.495572598783584,98.41212764973015,1858.7381744406107,0
51,女性,180.08949441003435,65.78759095504422,2023-08-25 22:02:56,13.94793144271082,1146.7424187813108,485.90255778705665,1
20,女性,178.0089518776056,62.07615394985184,2023-08-25 15:03:07,2.0872374697080587,1313.125626374593,281.50677417807543,1
58,男性,176.9036924653394,51.14136236737717,2023-08-25 13:58:49,3.7226104016304236,613.2559838624693,664.3548651582599,1
27,男性,158.98404447436928,71.96423826582227,2023-08-25 15:26:36,9.10368944916755,1154.507911374256,887.2766672622658,0
77,男性,181.53922002835733,58.16297444991255,2023-08-25 05:37:55,6.982436668595713,1490.481641799632,184.28409824227424,0
49,男性,169.65296877867073,82.32024518122238,2023-08-25 01:45:00,15.96816273203805,1550.12657708676,537.0515014442892,0
31,男性,155.94778953796182,48.78084375259012,2023-08-25 09:52:01,19.227354181160244,1572.6110428030622,3.355854774258014,0
68,女性,164.89329572144158,71.52655858084003,2023-08-25 11:18:43,8.227599292585474,1456.0585339683894,59.303109535276654,0
20,女性,156.96892086616884,82.22857312814486,2023-08-25 22:03:05,11.73274183048907,1543.6076204880242,397.21205520692854,0
24,男性,175.41051525142404,66.88143621668449,2023-08-25 04:54:35,15.752063760279398,823.8656123852829,1031.3261650274235,1
78,女性,186.41803008883923,70.17631709494486,2023-08-25 02:04:47,3.7109250225238655,1370.102540813457,146.89783037410595,1
62,女性,162.5335541892611,60.13970608444664,2023-08-26 00:53:57,15.699247706775374,861.3393631770142,533.5257060068101,0
39,男性,164.31468277033952,79.62178888056187,2023-08-25 01:10:41,3.254058216530272,852.7320772014675,860.6309311133244,1
30,男性,154.0456874559295,74.4983908330687,2023-08-25 14:12:55,17.182019737791467,1432.0907021244282,542.1140500466007,0
51,女性,187.86774257737918,84.25936171912232,2023-08-25 16:02:22,1.0018702935531631,1254.8728746388365,-541.1925302004995,1
44,男性,182.66089376898702,66.55346333741231,2023-08-25 09:15:56,7.218350757144376,1587.3297046661255,313.9989241347748,1
47,女性,165.19645578105045,79.07472273921556,2023-08-25 17:30:28,10.478198705972485,702.4950870998977,853.4939613460939,1
35,男性,153.2739648192789,45.46380381026459,2023-08-25 14:49:47,15.290572572962521,890.6027630252461,1281.250929006138,0
34,女性,156.06071206310153,84.69701994686449,2023-08-25 18:26:38,8.866982468012857,893.0084370004723,1172.60079065774,0
28,女性,165.64416054572067,70.92788985983343,2023-08-25 10:51:17,8.420915970548254,1294.4667181739987,699.1243301105538,0
30,男性,175.2704307116883,79.11134443087892,2023-08-25 21:23:29,13.264449938116384,1824.9486549989306,214.67951958371967,1
71,男性,161.7830555041805,86.62177757682505,2023-08-25 01:43:45,18.048758832296386,696.0920595683801,1854.9389813747855,0
39,男性,163.22817959440692,59.42759740319928,2023-08-25 09:38:15,19.097507079730526,1320.3227682248744,463.3887260152703,0
75,女性,165.51201078247928,83.31101370523484,2023-08-25 10:37:16,13.647865386695708,1253.6447863107887,360.47725530307787,0
60,女性,161.9520071107863,76.17693317653016,2023-08-25 00:59:40,19.372583631385496,973.0852641414938,861.9048672934889,0
37,女性,188.51292649243382,64.74982447200794,2023-08-25 03:07:27,15.239006981030565,1011.0066193663006,776.2541005636202,0
55,男性,151.60497450787665,60.69089634157177,2023-08-25 09:28:53,6.1669535906278385,737.041222326507,866.2737276929857,0
30,女性,152.11902022250234,79.29111458988993,2023-08-25 16:11:38,12.814396592393177,685.6539017772064,826.7622454569416,1
25,男性,173.69823629403908,73.34720590859672,2023-08-25 05:08:21,19.69262044666527,244.07561972246725,3020.7170257568364,0
66,女性,159.9145249069335,67.29935756946372,2023-08-25 06:30:04,10.238671551546455,784.1931292968558,543.3581150309088,1
44,男性,188.02473742486782,46.03252188609631,2023-08-25 22:18:14,10.861862527676445,642.8221030819667,1849.5402437538603,0
75,女性,179.39717876220598,49.73934823482916,2023-08-25 05:08:59,3.971345836799357,916.7388500284555,240.903827870236,1
28,男性,175.14954503077638,70.74133842565729,2023-08-25 13:27:12,13.613849024841794,375.1368695840898,1463.490767895501,1
74,女性,157.06196870605098,83.7351139443881,2023-08-25 07:47:17,14.558192832349118,301.1323540821522,1354.4775939227823,0
42,男性,154.98681561954942,72.49229602699931,2023-08-25 16:26:21,12.079581209768662,810.6725007517483,1584.830703038837,0
22,男性,154.34224076378308,74.30545115078509,2023-08-25 10:58:26,6.448208262456162,1310.12481871994,524.5674483567268,1
69,男性,166.4903697136498,80.99547455985888,2023-08-25 11:08:52,6.265711845720115,620.0749327729887,1325.955016806108,0
37,男性,163.77921680153045,67.53916046259474,2023-08-25 01:03:06,18.656379137478254,218.18894894025095,1657.4021250482074,0
77,女性,158.57938181854823,73.97546285447413,2023-08-25 11:47:04,7.480714239042362,496.07373146291076,959.7452598578059,0
24,女性,184.8329076318125,71.26758774901549,2023-08-25 17:05:08,9.215798540861842,1190.9774613246263,634.8179488537326,1
43,女性,185.07263198942405,71.83350602244455,2023-08-25 17:14:34,14.006627720919226,294.3359058631348,1797.811791920919,0
71,男性,152.3404762940278,45.98643540078835,2023-08-25 21:48:03,18.07338456511849,654.1542916419778,824.983295060636,0
22,女性,155.8510625483254,66.1343780184257,2023-08-25 10:20:04,5.621289202295264,1605.4586182984249,34.87196041622912,0
41,女性,181.7734349066651,47.10788342002465,2023-08-25 14:35:22,4.121789955988543,504.14277371673575,550.9712913685814,1
22,男性,178.47313148008948,85.95638996654486,2023-08-25 02:55:06,19.94532226230695,2048.7662585938388,177.06776271668517,1
47,男性,181.56370581705565,67.24022443466502,2023-08-25 19:41:57,15.42100521027795,1356.4138372339312,977.2937830708858,0
52,女性,155.23240852892195,48.90667391025152,2023-08-25 22:25:44,19.906165744449282,1079.0888800012242,183.46301642572345,0
53,男性,178.5515222502619,85.20311252443324,2023-08-25 19:24:32,15.916979924044789,2022.981736039121,43.43509256731106,0
60,男性,152.2600267426285,63.11315137441661,2023-08-25 20:18:55,3.8837989875060757,1215.293600235892,208.89912852987644,1
27,男性,178.15570430921184,86.07421939299644,2023-08-25 18:11:28,12.869231260323609,760.0104616271374,1767.4478511677214,0
25,女性,166.14185528983808,62.36041866749207,2023-08-25 01:27:42,14.64679702813065,88.25673483484313,1752.1225866389939,0
70,女性,159.66766495979547,58.26484624631554,2023-08-25 12:43:48,9.902975591969202,558.8065614689873,1049.544125591792,0
78,女性,165.99126155194978,69.67101271818636,2023-08-25 07:52:21,3.6075025598675294,1158.151830907647,248.30540265582005,1
37,男性,156.1981958941975,88.532342834399,2023-08-25 23:23:47,16.632042651082415,861.2430074152877,1038.0737112882305,1
73,女性,188.37242168276794,61.15153093427182,2023-08-25 18:19:18,8.068608847206084,1018.8545659019493,614.4899131443559,0
50,男性,183.23716463757825,78.53447582511323,2023-08-25 06:46:16,3.9724114961583337,1677.8601391222114,185.35703260702167,1
33,男性,163.65987658498477,66.62875905057219,2023-08-25 05:01:32,1.6436176987282562,1462.2885264360887,-668.0954851801937,1
58,女性,161.68928942881766,76.26500061890862,2023-08-25 00:49:05,15.137915352904013,231.44061368683626,2934.625935113729,0
63,男性,155.8265154284748,60.06286648525972,2023-08-25 21:12:37,6.4781530542508925,1081.8004147625181,431.05679109584395,1
63,男性,161.91290807782792,88.73540087923254,2023-08-25 15:37:38,1.136459387678951,1012.1254171406683,-577.6913485461652,1
69,男性,185.27688797023745,60.87490130482034,2023-08-25 19:03:42,13.239272364515566,1204.46911987899,794.6147571280882,0
74,女性,172.14320039805787,47.970025871693316,2023-08-25 10:42:46,6.50146007159504,444.88525477257286,856.2111331284747,0
41,女性,181.80438694417683,56.01665373057809,2023-08-25 16:49:28,17.345783720069658,396.7322476317229,1290.0819287278514,0
47,男性,158.80747094128418,50.05816703358612,2023-08-25 13:39:17,2.556987575520297,659.4304913867801,563.935211345348,1
65,女性,150.52604777196706,55.28274001579683,2023-08-25 09:34:05,8.931849658058594,1196.2603462069549,18.36688568363253,0
58,男性,170.79368373328532,66.10870588895457,2023-08-25 14:58:04,10.38109923296288,828.6703203442377,813.5379790178059,1
43,男性,157.24239568758293,80.00583315683207,2023-08-25 19:14:04,14.112027880181152,973.7342396602636,1121.139672398057,0
64,女性,165.3534461256651,64.86842969664932,2023-08-25 19:10:04,15.658678065560965,1178.5672639509526,239.33780765998765,1
69,女性,167.99763605392803,78.9902480257071,2023-08-25 09:45:27,3.450194337317539,133.6877871370829,920.5885230432718,1
60,男性,181.85746544742537,81.17055351117907,2023-08-25 23:34:28,2.7952944460931364,1139.4548835727014,642.6424436806412,1
69,男性,171.95079531408567,46.899798320707575,2023-08-25 04:03:08,6.498486120564988,957.7750925495415,624.6895379339525,0
64,女性,154.35400751854513,67.97446725157076,2023-08-25 02:12:32,7.7576580564307696,666.8786075576904,1199.8171702402258,0
60,女性,152.59698895327483,59.44411278249966,2023-08-25 12:01:11,8.341622810966559,1004.8056130958809,272.5583389859046,1
51,男性,177.64474541144827,81.65423446925942,2023-08-25 09:28:44,12.280594124721931,762.9816385782705,1190.0927685488684,1
72,男性,154.86715451181152,88.82237119379809,2023-08-25 04:43:17,14.612182877944464,823.8265310462913,1357.314524450153,0
50,男性,185.2168943314492,58.93160967980529,2023-08-25 10:05:02,14.3805715668843,1107.752496447335,1092.1303668715632,0
61,男性,158.51778357344702,70.27313037226442,2023-08-25 07:59:10,2.70197527264253,327.83186940725994,899.5920842313242,1
76,女性,156.44827969595445,62.37162578518396,2023-08-25 18:38:48,17.11689700300869,1011.2914721197805,309.42547182855475,0
48,女性,181.039957711262,86.92018343817855,2023-08-25 17:14:28,13.141316036083088,921.619785181557,1220.2822963074477,0
48,女性,169.73103626322077,75.11777491793235,2023-08-26 00:15:55,6.607553635262925,492.4712236141606,1364.834623135314,0
46,女性,175.50079811107395,70.9312593835041,2023-08-25 20:24:15,16.443745086467523,844.2871676155079,1010.396794146454,0
31,女性,178.96376314970996,45.402661557753596,2023-08-25 15:35:04,9.98179064348131,1374.9567075781026,245.80784659985173,0
59,女性,162.37930797494718,77.33118436727497,2023-08-25 22:41:56,12.295507829325391,411.37630012845,1225.734165555292,0
37,女性,170.16624190358854,86.36519856419645,2023-08-25 12:42:26,3.7522437005150495,1286.1563622853778,310.80570861512564,1
55,男性,156.3687491746029,78.94788835528479,2023-08-25 09:46:28,10.390179264682,180.14304156032406,1406.842188551176,1
42,男性,160.17452720265942,50.29531452713691,2023-08-25 16:02:07,13.989548291508314,1466.3117569022174,127.22745441157998,0
62,女性,160.90501636589195,86.4213801129608,2023-08-25 12:16:58,14.326827587682235,1152.9425179536374,961.7044161115638,0
36,女性,153.40356333539873,50.38122525096722,2023-08-25 21:47:07,12.247501707241344,664.5188841516975,956.1237529035283,0
52,男性,158.3598829668709,75.04238992744274,2023-08-25 09:23:59,19.565022531490598,962.3392342228333,1455.157331227322,0
73,男性,175.45123482664343,60.47625749485709,2023-08-25 20:02:31,5.710935561515574,1382.697019067667,244.25443803783853,0
38,女性,157.60825498425527,61.064293150943996,2023-08-25 04:21:11,6.285114450584147,747.8069179073016,803.9745094116663,0
39,男性,169.14399839575123,77.35508657826041,2023-08-25 09:48:31,16.970078139346214,1140.3226198706072,1270.9220200165569,0
74,女性,180.96871751766372,69.33728906250488,2023-08-25 23:51:11,7.051601226868529,206.46270504589393,1194.5615671607316,1
67,男性,168.9461564871581,78.02998224328798,2023-08-25 02:26:43,16.261355061586627,1453.9864850893182,545.7979401920862,0
62,女性,187.39044038555627,73.35785508612479,2023-08-25 08:27:25,7.175893764150776,289.8532783237715,1929.7771529620006,0
33,女性,155.6069305458261,52.89265157072599,2023-08-25 22:36:05,12.577244051067375,384.8231988060437,1632.4183050943973,0
25,男性,179.06601388766654,76.90922187068858,2023-08-25 08:21:35,6.64774326773173,2035.76442233766,80.99870537052193,1
32,女性,184.79990780856608,52.4090954435923,2023-08-25 10:46:34,14.927972299821407,314.44019655597646,1872.9472922289367,0
65,男性,171.4915377293439,85.36831353454639,2023-08-25 10:00:56,5.569943540521648,1600.9461704474097,403.02916618030036,0
36,女性,166.60240448133823,68.60985527546241,2023-08-25 02:16:55,17.213965439576313,113.65467433348141,2746.433395731501,0
73,男性,165.97805517023895,56.44628725604935,2023-08-25 05:35:28,15.213803183202435,765.5548499779309,677.5423106669714,1
42,男性,183.34627303168048,48.019993654832135,2023-08-25 07:53:45,3.5457176884439265,1381.0009253504109,291.04518732295054,1
58,女性,168.32520724231838,77.51926036438346,2023-08-25 19:26:05,17.161613108224547,1096.8647865200555,893.8554093104648,0
44,男性,153.7588765466322,67.46265409748801,2023-08-25 14:54:09,18.509858197281815,1444.7086839967544,477.91610005382046,0
65,女性,167.94276313676494,58.82519899005698,2023-08-25 13:45:04,6.3496291088776005,373.6613595141017,1219.7664894917073,0
56,男性,183.6543338578188,68.08767639985146,2023-08-25 15:31:00,2.4410110435694703,423.86974745887653,1062.584257207948,1
49,女性,158.22624294163546,60.591621909661264,2023-08-25 21:21:59,19.434868482555604,984.0993081789518,367.10041551092195,1
63,女性,174.7973839393565,81.63415944060058,2023-08-25 06:33:59,9.513263727224473,158.39628962927662,2453.806765283339,0
50,男性,166.7959136518985,76.68570280379049,2023-08-25 20:33:39,15.028114169140338,1043.1706041471768,794.0937611676171,1
53,男性,181.0938881116577,76.37678949255815,2023-08-25 10:16:20,15.37127218797378,469.81798596530905,1518.267715781182,0
66,男性,154.81335778980133,78.87309991997802,2023-08-25 02:45:01,10.769857711775769,1544.8827529326006,213.0649123365834,0
63,女性,185.78370136622553,81.31195896961592,2023-08-25 15:53:00,13.460758938838323,1712.0770027774397,71.15617569650793,1
45,男性,180.48145130148123,84.8960931433329,2023-08-25 23:34:47,9.11565259313449,1431.196161828384,911.5768508747425,0
29,男性,159.4125323166037,55.70078710039405,2023-08-25 07:25:45,9.058754485284098,1376.0469077257421,359.2671423350075,0
45,男性,153.74748362221032,70.05627192000121,2023-08-25 17:53:20,2.814283057567243,23.50090984846263,1062.5090378991322,1
54,男性,169.97568663844015,50.79726015589402,2023-08-25 06:44:36,7.811227069684433,1143.4215325180858,737.796591413497,0
35,女性,159.62469287853054,45.95682085844277,2023-08-25 12:48:30,10.808964025361567,1057.2900008093254,300.3893351450758,0
44,男性,188.66555447409718,72.24104234248718,2023-08-25 22:26:07,10.852097269014285,2002.270327012628,22.979062831829097,0
65,男性,184.525454772583,45.96749429234503,2023-08-25 07:29:10,15.434915417244143,1249.0221036303412,430.124374427284,0
31,男性,161.84116505825185,88.31535420016351,2023-08-25 20:29:41,17.02924747028154,649.189079307128,2089.312901582995,0
20,女性,172.67323155562462,72.64523786293674,2023-08-25 05:56:50,11.499125325571098,1058.3401244037132,612.1878852719652,1
71,男性,163.23701427420792,49.74971747477725,2023-08-25 00:43:52,18.00565885121266,985.9264902391152,556.6324313863615,0
63,女性,170.50203062512807,54.19229306236862,2023-08-25 02:00:01,14.659197365039164,996.1685079732124,367.0027197533019,0
72,女性,159.33162018605918,81.34008937111668,2023-08-25 07:47:17,2.5142222006464827,1186.544383773297,219.18821461294385,1
56,女性,165.87852034234447,54.09413177330903,2023-08-25 13:17:33,7.9113363633799905,261.0503088359043,1304.967094032827,0
73,男性,166.0920494338664,64.05801261230795,2023-08-25 15:55:06,11.940359812758755,3.3660728718302826,2851.274166866561,0
79,男性,187.1830749949994,53.49284609556244,2023-08-26 00:29:41,3.810567936661427,526.157178923118,1061.4412598179745,0
43,女性,183.99669138133538,74.98270402394417,2023-08-25 11:20:57,13.824460489851322,1024.2489268764964,631.9274244313185,1
51,男性,184.7896945271969,68.480089067593,2023-08-25 03:28:48,14.969932645815273,1083.943003706681,1029.4199540012319,0
43,女性,162.28110388115581,80.77333547321844,2023-08-25 11:34:01,8.0483408950673,1635.5375529367439,99.44014318641119,1
66,女性,184.9253452756137,52.08191113635268,2023-08-25 20:58:26,14.779043865262325,1159.9657664468657,280.45269044477385,0
45,男性,150.63364218091593,45.796036365893876,2023-08-25 23:12:11,13.024057743775822,253.1111922798467,1881.890728014732,0
45,女性,184.0088133169709,53.80915610416375,2023-08-25 13:11:57,19.533738289635426,153.44883317318386,1206.6626488119496,1
40,女性,155.92424006579705,49.88597889343538,2023-08-25 09:56:48,5.403558351195216,245.46818467946557,1219.2265328238464,0
42,女性,166.35255652586545,61.32695326142152,2023-08-25 14:19:04,15.453040840543881,1246.7008796753908,428.9242252784136,0
52,男性,171.56879151526692,80.06797530419716,2023-08-25 13:38:20,1.5457573724381861,1306.9746177767945,-672.032684037546,1
43,女性,158.2430339757326,49.35446684322048,2023-08-25 03:14:28,15.306513882526454,985.3545641282985,529.9802170225213,0
33,男性,164.48297241081283,81.12476412658285,2023-08-25 00:55:12,5.922419442770226,1319.201069814186,1343.368643200915,0
20,女性,157.9459594919502,55.701306298028875,2023-08-25 12:40:02,17.902469405592015,171.89801007124282,2176.8549532829425,0
66,女性,157.89844131982397,81.75875921750156,2023-08-26 00:19:50,2.499373141902055,1157.959853318683,274.55723248845413,1
39,女性,175.52933540298483,77.22833903015533,2023-08-25 05:05:18,13.585763800548184,1444.1930173155465,461.9003872008392,0
51,女性,183.79137376965122,80.9651152245421,2023-08-26 00:09:49,10.032222273403947,1372.9922454716477,836.2980331957208,0
55,男性,153.91690895197732,76.45824193292123,2023-08-25 19:03:53,10.20773108386947,604.5090310028002,1367.0842627161676,0
23,男性,163.05631040719345,75.71096574182617,2023-08-25 05:17:32,8.615645149487886,124.74656347221269,1693.779915025929,1
58,女性,153.4126600899373,88.10851841513113,2023-08-25 01:16:25,3.431426757385316,861.1062986942176,631.2481831432417,1
57,女性,153.1574183864777,49.38525056045856,2023-08-25 04:03:29,19.519170852046983,50.63847967277117,1930.5100059031397,0
35,女性,178.96401939692237,73.17103352180689,2023-08-25 03:09:19,5.649788905942802,933.5064299142579,1042.0778700866495,0
62,男性,173.37418210918304,53.59046068279038,2023-08-25 02:51:47,15.235293313538595,1043.8587534511,958.5200111713885,0
56,女性,151.7502938430986,56.03473772318051,2023-08-25 00:20:28,17.121566885504432,595.9085446445617,976.7174324727807,0
41,男性,160.6844002269229,45.46432540214606,2023-08-25 17:28:50,3.3722771637842155,1326.7336788714058,136.2852123756865,1
31,女性,184.05147518995415,79.7601111109557,2023-08-25 23:54:15,18.059350633519447,49.39535228754726,2404.0227027441542,0
42,女性,161.53515138282583,72.35469426167668,2023-08-25 11:49:18,4.352098496449409,426.2825490026058,799.3144315789274,1
63,女性,179.3462915158678,87.577481167636,2023-08-25 23:47:28,12.28164170583807,1494.9525173208538,419.8574028530654,0
71,男性,189.23470050987493,49.56538489750336,2023-08-25 07:40:20,18.397840087869714,459.0906787560066,1934.7288977086182,0
39,女性,174.83467075578906,50.600312379683984,2023-08-25 23:20:05,12.10618461403579,336.17465184110887,1687.9735359967663,0
50,女性,173.58218189336873,64.13662770695777,2023-08-25 05:24:28,11.387433492521218,118.49740725907304,1734.6985372929967,0
69,男性,155.44025784253466,81.09043462092494,2023-08-25 07:21:36,19.278426211618143,525.7853657460356,1206.8493393647946,0
50,男性,183.3025943377271,55.96205651484972,2023-08-25 11:48:47,15.168261224350486,1421.627966379441,591.8964259693391,0
47,女性,173.82324122638795,81.24037194095992,2023-08-25 14:58:59,7.917796096018076,599.4107528738375,951.9117835879563,1
24,女性,178.14317046765262,65.59249644653977,2023-08-26 00:37:45,16.621223574949184,256.18854889720274,1453.3991253805184,1
76,女性,176.09325702136195,72.8139598169239,2023-08-25 19:22:32,17.659176318166832,398.5047536393266,1029.7395054339672,1
76,男性,166.897241592932,82.44033380669808,2023-08-25 05:45:50,5.405695677749937,1084.2312835919176,819.4066561598687,0
28,男性,157.68431776513225,86.76921476377983,2023-08-25 06:49:45,15.426048658438635,381.1294100998116,2187.5177098961285,0
51,男性,175.33995516834216,80.4841614237512,2023-08-25 15:17:28,13.77570524422371,200.58594064132816,2309.268080370413,0
37,女性,153.7741904509801,71.86770725938744,2023-08-25 10:57:56,11.776313155963237,1459.1001959303483,210.3784680431993,0
43,女性,177.86126752392215,60.97125881613746,2023-08-25 07:17:20,17.261350260531934,287.71483552193234,1863.9151246654988,0
71,男性,189.0069608964699,46.565003657062306,2023-08-25 18:34:38,17.690005057097267,861.4038225589288,883.3115210186326,0
48,男性,168.13615237338658,88.24142086127519,2023-08-25 11:35:58,4.227236823350101,1763.7051812024467,194.3782565966615,1
65,男性,182.86141315133048,82.10591570320935,2023-08-25 15:29:39,18.24912215927666,1618.974071736411,442.35387699721736,0
70,女性,157.3106284406266,70.24816391807161,2023-08-25 19:19:23,3.9976752930660076,769.6183083924723,384.59852453270975,1
49,男性,182.15261102191246,66.16056195446674,2023-08-25 00:55:31,5.691927234130334,28.481764624047404,2191.604408993113,0
79,女性,162.80605241317042,55.00298681155724,2023-08-25 22:35:32,19.679796038945184,999.476541572355,281.8474965343081,0
54,女性,175.81349077167505,87.13162736625844,2023-08-25 22:58:37,10.246091645732271,375.6334053253888,2008.5233532677362,0
48,男性,164.41519065908147,66.52998827431452,2023-08-25 18:42:41,4.076875503966228,1195.6941534269906,332.9956900638176,1
54,女性,181.6533674005799,81.61864857340761,2023-08-25 19:10:41,17.115615460489675,221.42742376838228,2030.349664851339,0
25,男性,170.87293111426843,52.081250739467784,2023-08-25 05:45:50,11.806718006173533,516.7854048710935,1387.3846415228118,0
76,男性,162.53495094350453,62.58221511741917,2023-08-25 18:07:09,17.432435545174727,168.281722636083,1315.4695337941605,1
20,男性,181.76809437986688,57.9367728279828,2023-08-25 00:26:48,16.354251579631146,942.1335222802181,1393.9643647169196,0
54,男性,187.85191687262247,52.723154510209156,2023-08-25 10:28:25,1.994589082106288,596.5200958369799,39.58786800987675,1
73,女性,189.8632324727584,73.4631880278321,2023-08-25 03:46:55,16.967215399933806,1030.677749545442,1154.7219903950652,0
35,女性,172.15926623362438,56.66286473275568,2023-08-25 22:39:31,1.412302180829792,670.5893814922064,-136.00971575963743,1
78,男性,160.2116387148245,83.31969966718376,2023-08-25 13:28:26,7.185599264541982,56.507263659233175,2503.0307437006063,0
79,女性,163.0089506911841,78.69053135583917,2023-08-25 23:28:35,9.575304294899032,946.3583813013478,476.20946967518097,1
